method,n,coverage_mean,coverage_se,nmse_mean,nmse_se,scaled_remainder_mean,scaled_remainder_se
ema_099,1659504,0.76,0.01556997888323046,2.9159356289762486,0.1646896535981614,7.576142304775586,0.22328558234932094
ema_099,1793047,0.759,0.015769488503967644,2.87783936039795,0.16252734951057485,7.5673448041377265,0.21667501574648035
ema_099,1937337,0.759,0.016823204273270952,2.8034153594914244,0.15961642369937584,7.512165923249354,0.2187199566051194
ema_099,2093238,0.772,0.014980121508320298,2.7510458526562114,0.14749346047113496,7.551643320879144,0.20899159929672248
ema_099,2261685,0.774,0.014043223319883552,2.6355572835433634,0.13720177272770054,7.4019511718059015,0.21110531615945516
ema_099,2443687,0.7859999999999999,0.01318247995552346,2.539286990004214,0.1283129260525001,7.332671130010208,0.20487463148614596
ema_099,2640335,0.782,0.01351243348127415,2.528846862167554,0.1271358851812067,7.323007598671926,0.21698440928003157
ema_099,2852807,0.784,0.014544949486180955,2.5411877875285462,0.13028457123302056,7.2628294771152415,0.2193487774990058
ema_099,3082378,0.784,0.0148881350630818,2.519133285465048,0.12637240612974648,7.156478259185232,0.2142382231011503
ema_099,3330423,0.789,0.013918594495396178,2.454864005060984,0.1249750463108451,6.995512242128613,0.21016754944276356
ema_099,3598428,0.8029999999999999,0.014316410023451968,2.424476006315699,0.12351872286614256,7.030916701965964,0.2016707139496801
ema_099,3888000,0.802,0.012947446220639949,2.4306027358225,0.11898362376724567,7.149981048864633,0.1963559045478262
ema_099,4200874,0.7959999999999999,0.013251262566108927,2.4630997967857375,0.12159947701768077,7.146632723544221,0.191383722992548
ema_099,4538926,0.787,0.012764771597619521,2.479861564508958,0.11964048555320048,7.124785287431033,0.19507132195653465
ema_099,4904182,0.7959999999999999,0.013097921802925669,2.4676785329849986,0.12676740860107735,7.202313619884023,0.2080959610869293
ema_099,5298831,0.794,0.012934957723670046,2.3828776752110126,0.12007153219043014,7.10767716027588,0.21116241265903976
ema_099,5725237,0.794,0.013090207613079916,2.4214468993659013,0.12662226645656993,7.125995961779531,0.21263013829304808
ema_099,6185958,0.805,0.014520970554979645,2.3886657333441783,0.12883061855128067,7.103347691736039,0.2096172285548779
ema_099,6683753,0.8009999999999999,0.013295020712942713,2.32662859938582,0.12234548426374044,7.003174779852799,0.2081187065563581
ema_099,7221607,0.8140000000000001,0.013854948428615533,2.3302455578794867,0.1318679391385892,6.824671783577765,0.21221143029879355
ema_099,7802743,0.807,0.014991917014097158,2.359871638292103,0.1419845843208727,6.745434342465181,0.22163251752083407
ema_099,8430644,0.812,0.014374500430493667,2.2816386768790577,0.13311601276303836,6.651390141510647,0.23173314955584562
ema_099,9109073,0.8029999999999999,0.01445683229480096,2.3130028604945143,0.13063469902003771,6.594587354717219,0.22611882111833426
ema_099,9842097,0.812,0.0140906158327255,2.2777358518739717,0.12787593475115727,6.556681495522941,0.2314070029285087
ema_099,10634108,0.8029999999999999,0.014245679834230234,2.3180493293250244,0.13003796048694916,6.575412841882114,0.23368549800208852
ema_099,11489854,0.807,0.013200474432857528,2.3099793097068284,0.1332899860912966,6.440437163233332,0.22731275880805227
ema_099,12414464,0.815,0.013209653647804303,2.2641945405179165,0.13691427201475018,6.47528666950617,0.22196002220761396
ema_099,13413478,0.8079999999999999,0.013902982748062712,2.2512728329531235,0.1291163678450821,6.496940713656098,0.21769008703350462
ema_099,14492886,0.8140000000000001,0.01310563145207341,2.241275834552091,0.12192824927334216,6.531148580925659,0.21921306656106046
ema_099,15659155,0.812,0.0140906158327255,2.215634478066471,0.11674767483679323,6.583566225306408,0.21356794102101903
ema_099,16919275,0.811,0.013400964837871138,2.173044115765639,0.12046830831828166,6.372513213652047,0.2211215550282204
ema_099,18280800,0.797,0.014386792484073646,2.2019915208047034,0.12335804459113106,6.4192928632706785,0.22227906084341248
ema_099,19751890,0.807,0.01296888272720203,2.191528425437448,0.11501639770371377,6.347364239905216,0.21745293456525722
ema_099,21341360,0.807,0.01216510990455487,2.2151621688621494,0.10944517185272189,6.304666393128547,0.2136814239077663
ema_099,23058738,0.797,0.012589477729236806,2.218796979234245,0.10976559546122508,6.372387381072707,0.21109848280921178
ema_099,24914317,0.8079999999999999,0.013001942356836733,2.268653329364979,0.11458852832957515,6.4430179568660115,0.21043849630639544
ema_099,26919218,0.804,0.01434918080933507,2.3031610978323447,0.12246448228240828,6.533814259288406,0.22440442549536335
ema_099,29085456,0.8220000000000001,0.013225320068304245,2.266808882476875,0.11330134003160859,6.630759026749726,0.2100043878579699
ema_099,31426016,0.8190000000000001,0.012925192689496203,2.1585017095427337,0.10134981193126895,6.500322065721698,0.2130669948703666
ema_099,33954925,0.835,0.011492202011394817,2.122875247806531,0.09984604780388394,6.473359435265598,0.202053097238244
ema_099,36687339,0.8290000000000001,0.012333333333333337,2.110426016817584,0.10036677223691248,6.460453420803475,0.19433633011732385
ema_099,39639636,0.8240000000000001,0.01341791355019118,2.0927472609760343,0.10603131758251297,6.451507157215058,0.19437041682435516
ema_099,42829510,0.8240000000000001,0.0125625706691816,2.1504347650516764,0.10880146693421362,6.543204048757335,0.19692496371184148
ema_099,46276079,0.823,0.012937690612463974,2.18228460062453,0.1170864631501352,6.557774723389375,0.19790598079833838
ema_099,49999999,0.81,0.012987950904082935,2.152424898084277,0.10729023388824097,6.631815338179541,0.18990908483892227
sa_rmsprop,4999,0.546,0.030431907763086595,43.981762821141075,12.716114914685406,18.268602735260984,2.2373555295616994
