method,n,coverage_mean,coverage_se,nmse_mean,nmse_se,scaled_remainder_mean,scaled_remainder_se
sa_rmsprop,5402,0.552,0.031317210552149706,40.767933649255625,11.7577053473804,17.61133606635392,2.1478372743361884
sa_rmsprop,5837,0.555,0.030529833066538493,37.82003832551491,10.885432306489749,16.943994600739668,2.0604955633230366
sa_rmsprop,6306,0.5660000000000001,0.030392051060709406,35.093297463204706,10.08314107028218,16.31696073201877,1.984912487299395
sa_rmsprop,6814,0.583,0.031238897017479457,32.59657230039018,9.355843522037397,15.620344784561032,1.901741294301372
sa_rmsprop,7362,0.586,0.031075665233377868,30.290693840088647,8.693962675430496,15.102990654111645,1.8306679834190152
sa_rmsprop,7955,0.6,0.030715376335548022,28.142663758438434,8.084032347623113,14.4945917112799,1.7571957575853925
sa_rmsprop,8595,0.61,0.029898819273332423,26.165191633054146,7.518543580768568,14.015372346178616,1.690869344556462
sa_rmsprop,9287,0.627,0.029434227310628308,24.29805236228576,6.9644878594746515,13.455262708880616,1.6324338300397585
sa_rmsprop,10034,0.643,0.029447951001416346,22.55089721900491,6.442230837981467,13.022164494746102,1.5737834042808934
sa_rmsprop,10841,0.655,0.029657131596724833,20.947446970804318,5.9738518087096395,12.526986340297633,1.5141717373869445
sa_rmsprop,11714,0.6609999999999999,0.02926351884776565,19.492810284433073,5.552203522022236,12.135795258235506,1.4493954275916714
sa_rmsprop,12657,0.6659999999999999,0.029101702543134666,18.1606390363114,5.172166562028419,11.676596661557472,1.3868068768937147
sa_rmsprop,13675,0.6679999999999999,0.029124601701009133,16.933708016064955,4.818887606512101,11.322161052525344,1.3371301263321
sa_rmsprop,14776,0.675,0.02941775043071853,15.782091781084237,4.491865715559797,10.846144503375555,1.2818024874539746
sa_rmsprop,15965,0.6829999999999999,0.028886926895302402,14.714816510509218,4.179444775437016,10.507904048670262,1.242004474236666
sa_rmsprop,17249,0.69,0.028515457442084162,13.69115973072461,3.8722898386812163,10.107828531402347,1.1973822376602332
sa_rmsprop,18637,0.698,0.027706251345794936,12.7378402662153,3.5813266955116334,9.742491071558455,1.154300508856736
sa_rmsprop,20137,0.703,0.027171546317663435,11.848572405051659,3.314123624266513,9.407082661263539,1.1054119566537774
sa_rmsprop,21758,0.7040000000000001,0.025933870836526825,11.036568710917942,3.0623724754350055,9.01482457281869,1.0545972485770818
sa_rmsprop,23509,0.7140000000000001,0.02530700386146974,10.335057879444191,2.8413977273864814,8.611588558009107,1.0091585443266884
sa_rmsprop,25401,0.713,0.024970892145565294,9.689344586391107,2.644027002548685,8.298628065931979,0.9744839096149273
sa_rmsprop,27445,0.722,0.024477571675955014,9.08857950844968,2.454164753916351,8.016510234538451,0.9378631343254626
sa_rmsprop,29653,0.732,0.024817719313409765,8.503698898721282,2.2723109580455096,7.672793935742771,0.9041203886060096
sa_rmsprop,32040,0.73,0.024679767200905867,7.98239714655522,2.1027555726628777,7.489889733896247,0.8671399660583197
sa_rmsprop,34618,0.735,0.02520121048880411,7.504022826402619,1.9539222948433186,7.227956262597534,0.8407420133929511
sa_rmsprop,37404,0.738,0.025056703371321293,7.013321005715357,1.8018179174519382,7.054322304461852,0.811467416738948
sa_rmsprop,40414,0.754,0.023631001722826783,6.570769162242011,1.6635046167504115,6.816141842162268,0.7794508152166174
sa_rmsprop,43666,0.774,0.022366099888948547,6.151095884721506,1.5473509322108214,6.5511784081562165,0.7551203083082068
sa_rmsprop,47180,0.7809999999999999,0.021162908280023495,5.754252783655728,1.4356116963937562,6.3472737747245604,0.715791708174794
sa_rmsprop,50976,0.7859999999999999,0.02079335558209969,5.396921128003704,1.3339810447331901,6.065725718000862,0.6857216867407877
sa_rmsprop,55079,0.7979999999999999,0.02088835159420753,5.0549436273295765,1.238209047263071,5.971042338107294,0.6562988214778042
sa_rmsprop,59511,0.797,0.02076589083623003,4.760922381051157,1.1532736226989253,5.644738464724082,0.6296053996881442
sa_rmsprop,64300,0.802,0.019435466902993963,4.519405815932591,1.070690322760174,5.47229645471503,0.613619423974604
sa_rmsprop,69474,0.821,0.01924299688959413,4.27183143680011,0.9918520511435244,5.229455245354212,0.5918290581035114
sa_rmsprop,75065,0.818,0.019456244615687134,4.018994864505368,0.9204242880792382,5.1026460536848255,0.5668913361213236
sa_rmsprop,81106,0.818,0.019036381966745636,3.775425194974001,0.8531594303786335,4.980339335497512,0.544872258091655
sa_rmsprop,87632,0.8270000000000001,0.01879474459103992,3.5699487968486947,0.7873911460337081,4.8220434728739665,0.5227585525931009
sa_rmsprop,94684,0.833,0.01858939634753255,3.3695142708643067,0.7250754514585298,4.5944010100056625,0.4955955423608388
sa_rmsprop,102304,0.8440000000000001,0.01849488053653243,3.2068257416383257,0.6808440586703143,4.4291740066460195,0.4699987875457624
sa_rmsprop,110537,0.845,0.01822280733231593,3.0648289132167412,0.6510538976742452,4.218827216999943,0.45249727936034523
sa_rmsprop,119432,0.836,0.018451136670797397,2.963330985137832,0.6237260892897196,4.013847477882413,0.4352430299364897
sa_rmsprop,129043,0.843,0.01849133020983869,2.8715937246226146,0.5834071139455943,3.9625247808593627,0.42474183767857693
sa_rmsprop,139427,0.8390000000000001,0.017916472867168916,2.7573931926405795,0.5292047316093549,3.88175929308201,0.40831476939234806
sa_rmsprop,150647,0.846,0.018058267084662637,2.649089768423329,0.4829812303261455,3.7309111802023467,0.3871857614185445
sa_rmsprop,162770,0.853,0.017664379497460504,2.5522994956218574,0.4487897784211231,3.669673734670141,0.3752768389133109
sa_rmsprop,175868,0.8590000000000001,0.016883139638124302,2.4294675083009283,0.4132503689987068,3.54996763335857,0.36842933007276973
sa_rmsprop,190021,0.8640000000000001,0.015796688055898095,2.3182299687589194,0.38233842608249613,3.3681601600879896,0.3512356274376744
sa_rmsprop,205312,0.871,0.01590978353470631,2.205901573782333,0.3485757333990273,3.3497715517801243,0.3435686118777471
sa_rmsprop,221834,0.872,0.01576852766260898,2.106744784966915,0.31215229769123787,3.2486984882258025,0.3359833921636271
sa_rmsprop,239685,0.88,0.015439683882250907,2.002645874980411,0.2836819697706029,3.1414498177193724,0.3131279249145759
sa_rmsprop,258973,0.879,0.015327732837552784,1.9238740479059928,0.26489709165063746,3.049555048032395,0.30319521842885655
sa_rmsprop,279813,0.889,0.014417651919389887,1.8360747336973449,0.2484368706410947,2.929685174702739,0.2838908927491368
sa_rmsprop,302330,0.8859999999999999,0.014496255176472789,1.7731167814580835,0.22998470084318434,2.852193840346105,0.2710302639942094
sa_rmsprop,326660,0.889,0.01462632192074593,1.7152868159733716,0.21260262706975572,2.7222279398515075,0.26425541868086194
sa_rmsprop,352947,0.893,0.015059142664102021,1.6460323701152206,0.1945531632381104,2.688941388648564,0.2511221463211915
sa_rmsprop,381349,0.89,0.015008415147927019,1.6137758557516613,0.1837222007535136,2.5701154528161783,0.24278506513172887
sa_rmsprop,412037,0.897,0.014316410023451968,1.592414907633038,0.17632760885991614,2.4185690910233815,0.23178767177423482
sa_rmsprop,445194,0.893,0.014442851505016577,1.57737731596539,0.16567530285976664,2.3236360945708285,0.2197168764044919
sa_rmsprop,481020,0.892,0.013609266005634588,1.5580671900596657,0.15399215592829743,2.2570553564213913,0.22252832576694392
sa_rmsprop,519728,0.898,0.012790463619273527,1.5232234502964752,0.1355466334308706,2.2091639465354183,0.21375598242558755
sa_rmsprop,561552,0.9079999999999999,0.011693043775137111,1.504907467477819,0.12556183958825168,2.193474463249848,0.19725947817991238
sa_rmsprop,606741,0.904,0.011093723769352968,1.4743951146068202,0.11675298574380397,2.1197238220597714,0.18683508847949867
sa_rmsprop,655566,0.903,0.011499231419200295,1.450657785119228,0.10643338661019694,2.0261762015028855,0.1860640886170702
sa_rmsprop,708321,0.9,0.011009637651263606,1.4264687539429943,0.09782074828299497,1.9464689620960796,0.1846804939423757
sa_rmsprop,765321,0.902,0.011007802558717937,1.3776322983577014,0.0933732305686692,1.8895095574741416,0.16459532807969826
sa_rmsprop,826908,0.91,0.011415035273840825,1.3422573770105724,0.09155714842047026,1.9554224713142165,0.1571363004025243
sa_rmsprop,893451,0.9129999999999999,0.011428742783708172,1.310752374465601,0.08863307049752409,1.7897239351527288,0.15863071643462714
sa_rmsprop,965348,0.9229999999999999,0.009934634854737726,1.2575600849258202,0.08291155886824993,1.7801134479105023,0.14806651542613505
sa_rmsprop,1043032,0.935,0.009782999065065412,1.222368677564375,0.0803137763414216,1.7296516651419633,0.14365143139760353
sa_rmsprop,1126966,0.9309999999999999,0.010511657790041942,1.1643590054803419,0.07409550866744839,1.7544685911014453,0.13489601466649834
sa_rmsprop,1217656,0.934,0.00997167706227711,1.1171599246602375,0.07136672490531429,1.6732422383606156,0.12707886157158074
sa_rmsprop,1315643,0.9329999999999999,0.009954949025535493,1.1008902272035366,0.0716365079517518,1.5983453226847248,0.12404429393166964
sa_rmsprop,1421515,0.94,0.009320337272260424,1.0801123844494238,0.06933374047825516,1.585379243575494,0.12577868756167948
sa_rmsprop,1535907,0.94,0.008876253645985946,1.0644536650221104,0.06634364896316601,1.5169604776880548,0.11633002695003314
sa_rmsprop,1659504,0.938,0.009511290473150658,1.0343351183974756,0.06298646041275137,1.4898460114162042,0.11194666074765851
sa_rmsprop,1793047,0.938,0.008619920550853718,1.027601672094807,0.061233574998657635,1.4383343624983524,0.1068902348945699
sa_rmsprop,1937337,0.948,0.00784702221073431,1.030919855496026,0.05842921703701439,1.3973441321193532,0.10105979713500253
sa_rmsprop,2093238,0.945,0.008087276451565161,1.0355341579866109,0.0576750625432139,1.3515046794414345,0.09879012881731795
sa_rmsprop,2261685,0.946,0.007967104083338405,1.0191692248171271,0.058165435976798664,1.3567853726014218,0.09534119736557287
sa_rmsprop,2443687,0.9540000000000001,0.007577211981602561,1.0084112358860402,0.05821638380836822,1.3089144367339172,0.08429125010835813
sa_rmsprop,2640335,0.953,0.007843803447642763,1.002160282578618,0.0595459712480829,1.2538158046003955,0.07938215555749976
sa_rmsprop,2852807,0.9490000000000001,0.00834786611577286,1.0192134499261511,0.06016868352069492,1.1732711855708622,0.07630905879876484
sa_rmsprop,3082378,0.9420000000000001,0.00854932214218818,1.0353228828981222,0.060720812425415036,1.2028156342825944,0.07308397164074039
sa_rmsprop,3330423,0.9420000000000001,0.00854932214218818,1.047757182940221,0.05957757088039062,1.1884511701945748,0.07296396815504703
sa_rmsprop,3598428,0.9359999999999999,0.0091585363393278,1.075127971899703,0.05929256571919358,1.192218598498545,0.07463447362701786
sa_rmsprop,3888000,0.9390000000000001,0.008515582864088135,1.080449366472824,0.05889733358019293,1.1259961580142137,0.07312373186760798
sa_rmsprop,4200874,0.9309999999999999,0.009395356686828196,1.1380556910297301,0.06214526526358176,1.0934885653866357,0.06328246079140205
sa_rmsprop,4538926,0.9259999999999999,0.009808262853432314,1.1654465068586046,0.06456198852331634,1.076726625825881,0.06078063467465404
sa_rmsprop,4904182,0.93,0.009898474527915802,1.148616252802865,0.06538584330258425,1.0743251341202475,0.06392522835484439
sa_rmsprop,5298831,0.934,0.010072464715974212,1.122308211825807,0.06532848775540659,1.0416826169208913,0.06500791367306276
sa_rmsprop,5725237,0.932,0.009731755787475899,1.1350030029336258,0.06705560776435945,1.0146926925445607,0.061610683479043804
sa_rmsprop,6185958,0.929,0.009877532918986225,1.1456480276129184,0.0665659221384046,0.9921326053612227,0.054682758614285475
sa_rmsprop,6683753,0.925,0.00967919772950572,1.1693972447806193,0.0671936971953147,1.0016335179223932,0.04982510706794963
sa_rmsprop,7221607,0.92,0.009211323729436765,1.1892179685678579,0.06956615831873889,0.9548463408405639,0.05379217170709096
sa_rmsprop,7802743,0.917,0.009645745385422736,1.1785914749284754,0.06767942426685741,0.9185830823316546,0.05239491470192333
sa_rmsprop,8430644,0.93,0.008932971498777984,1.132559058563466,0.06652813126297505,0.9156531811968938,0.049317638705492856
sa_rmsprop,9109073,0.937,0.00872185227292386,1.1043532445621054,0.06290893554239424,0.914881191391175,0.04802961770403717
sa_rmsprop,9842097,0.932,0.009198155282776031,1.0989651090045989,0.06176976781720674,0.8513676377626866,0.0427614306430364
sa_rmsprop,10634108,0.934,0.00890125402582823,1.1033366203630963,0.060881594794680985,0.88901113901527,0.04506865898068305
sa_rmsprop,11489854,0.935,0.008804842561071297,1.0997405630383115,0.05544024764703541,0.8350340330329011,0.0409691775258927
sa_rmsprop,12414464,0.9420000000000001,0.007545150292028182,1.0659762638552837,0.052536903163466875,0.8381683715722997,0.04183433044955337
sa_rmsprop,13413478,0.9440000000000001,0.006863753427324666,1.066408371858522,0.05312640906125574,0.7954030722172452,0.035979909704018195
sa_rmsprop,14492886,0.948,0.0070323925839322595,1.0487638465821643,0.05152914710641606,0.7701594674416471,0.03299830992159044
sa_rmsprop,15659155,0.945,0.007159792333764035,1.0303356682192915,0.05153664029116193,0.7985108910182267,0.0400230674353466
sa_rmsprop,16919275,0.943,0.007420283421851623,1.0420452721930222,0.05420386758541875,0.76193444033301,0.03496165591550686
sa_rmsprop,18280800,0.9390000000000001,0.007371114795831991,1.0611282036340641,0.05428482233395173,0.7582631769397934,0.030529796341132943
sa_rmsprop,19751890,0.938,0.00788554488807325,1.0575980079565332,0.05278445687743881,0.731653897248554,0.036101605607745266
sa_rmsprop,21341360,0.937,0.007869516689688948,1.097434458861059,0.0516643573771838,0.7075803834626762,0.032664554556728946
sa_rmsprop,23058738,0.929,0.00832363071518843,1.0981492841912888,0.05261808308725328,0.7257890858891966,0.02957381751698799
sa_rmsprop,24914317,0.934,0.007550503361372737,1.0913955542649874,0.05608224926909687,0.7038431987139261,0.03462985034073804
sa_rmsprop,26919218,0.9329999999999999,0.008652085636341438,1.086003018063935,0.059345191500281155,0.6675122740689962,0.028737581884914144
sa_rmsprop,29085456,0.9390000000000001,0.008151965741742626,1.0531082888280496,0.055428933371763765,0.6995084107141358,0.028049980708798404
sa_rmsprop,31426016,0.938,0.007756391955130694,1.0474243191551438,0.053200519579250406,0.6755099701852519,0.02404351172369653
sa_rmsprop,33954925,0.934,0.00831452422759794,1.0601774316836474,0.053254023049678814,0.6692008289275095,0.023412280249254597
sa_rmsprop,36687339,0.94,0.007913675671030664,1.0542064626607257,0.055513436241917256,0.6514695803790308,0.02252681783559602
sa_rmsprop,39639636,0.943,0.007818005635787948,1.019296448300024,0.05727903264359365,0.6256222293166906,0.0254770585466714
sa_rmsprop,42829510,0.946,0.007577211981602561,1.0356043116735543,0.0557188172740243,0.6157171763657436,0.02408832946613014
sa_rmsprop,46276079,0.943,0.008196451560389909,1.031665868132219,0.05576675423011599,0.5919218859094066,0.021773751616734057
sa_rmsprop,49999999,0.9490000000000001,0.007316095442601369,1.0307313006136807,0.05411875464847016,0.573257457482883,0.021161022990136842
